2021-12-01,08:12:00,08:12:00,13:11:00,16:04:00,18:17:00
2021-12-02,08:24:00,19:07:00
2021-12-03,08:24:00,12:06:00,13:13:00,18:03:00
2021-12-04,08:25:00,18:33:00
2021-12-06,08:22:00,20:52:00
2021-12-07,08:25:00,19:42:00
2021-12-08,08:25:00,12:11:00,12:56:00,22:15:00
2021-12-09,08:25:00,11:43:00,12:41:00,19:03:00
2021-12-10,08:24:00,19:08:00
2021-12-11,08:27:00,13:05:00
2021-12-13,08:25:00,10:01:00,10:25:00,18:02:00
2021-12-14,08:24:00,10:45:00,11:00:00,19:17:00
2021-12-15,08:24:00,18:01:00
2021-12-16,08:23:00,18:55:00
2021-12-17,08:25:00,18:26:00
2021-12-18,08:26:00,13:31:00
2021-12-20,08:24:00,18:14:00
2021-12-21,08:23:00,19:03:00
2021-12-22,08:24:00,18:21:00
2021-12-23,08:24:00,18:52:00
2021-12-24,08:26:00,13:34:00
2021-12-25,08:24:00,14:10:00
2021-12-27,08:24:00,22:06:00
2021-12-28,08:26:00,12:32:00,13:27:00,18:46:00
2021-12-29,08:24:00,19:17:00
2021-12-30,08:24:00,18:38:00
2021-12-31,08:20:00,11:53:00,12:51:00,13:52:00,16:08:00,18:19:00
2022-01-01,17:12:00,18:31:00
2022-01-03,08:27:00,14:59:00
2022-01-04,08:25:00,19:47:00
2022-01-05,08:24:00,18:44:00
2022-01-06,08:23:00,09:21:00,10:08:00,19:15:00
2022-01-07,08:24:00,12:27:00,13:16:00,14:14:00,16:57:00,18:28:00
2022-01-08,08:27:00,16:49:00
2022-01-09,09:49:00,15:00:00,15:12:00,17:45:00
2022-01-10,15:15:00,17:54:00
2022-01-12,15:31:00,18:17:00
2022-01-13,08:26:00,08:27:00,17:58:00
2022-01-14,08:25:00,08:25:00,18:49:00
2022-01-16,13:52:00,17:32:00
2022-01-17,08:26:00,10:18:00,11:00:00,17:51:00
2022-01-18,08:26:00,14:13:00,15:01:00,18:37:00
2022-01-19,08:26:00,18:35:00
2022-01-20,08:22:00,18:30:00
2022-01-21,08:24:00,12:29:00,12:59:00,17:40:00
2022-01-22,08:35:00,17:42:00
2022-01-23,14:10:00,14:14:00
2022-01-24,08:25:00,14:10:00,14:32:00,18:49:00
2022-01-25,08:22:00,11:52:00,12:44:00,18:58:00
2022-01-26,08:21:00,12:05:00,13:13:00,19:03:00
2022-01-27,08:25:00,08:25:00,11:44:00,12:54:00,14:27:00,15:02:00,15:14:00,15:33:00,18:52:00
2022-01-28,08:26:00,18:43:00
2022-01-29,08:24:00,11:37:00,13:51:00,18:07:00
2022-01-30,07:34:00,11:39:00,14:08:00,17:39:00
2022-01-31,11:08:00
2022-02-04,08:27:00
2022-02-05,09:00:00
2022-02-06,08:27:00,17:47:00
2022-02-07,08:26:00,18:27:00
2022-02-08,08:25:00,18:30:00
2022-02-09,08:25:00,18:39:00
2022-02-10,08:26:00,18:23:00
2022-02-11,08:27:00,14:14:00,15:21:00,15:21:00,16:02:00,17:34:00,18:07:00
2022-02-13,08:29:00,11:38:00,12:19:00,18:43:00
2022-02-14,08:20:00,18:37:00
2022-02-15,08:25:00,18:43:00
2022-02-16,08:26:00,18:22:00
2022-02-17,08:26:00,17:59:00
2022-02-18,07:34:00,14:14:00,16:16:00,18:54:00
2022-02-21,08:12:00,18:24:00
2022-02-22,11:01:00,18:42:00
2022-02-23,08:23:00,18:33:00
2022-02-24,08:25:00,14:32:00,15:44:00,18:00:00
2022-02-25,08:25:00,19:01:00
2022-02-28,08:25:00,18:20:00
2022-03-01,08:25:00,19:52:00
2022-03-02,08:23:00,19:02:00
2022-03-03,08:24:00,09:03:00,09:53:00,12:47:00,13:35:00,21:32:00
2022-03-04,08:24:00,22:29:00
2022-03-07,08:24:00,18:28:00
2022-03-08,08:20:00,12:13:00,13:00:00,20:39:00
2022-03-09,18:59:00
2022-03-10,08:25:00,18:49:00
2022-03-11,08:22:00,08:56:00,10:11:00,10:30:00,11:18:00,18:21:00
2022-03-12,15:18:00,17:33:00
2022-03-14,08:22:00,15:19:00,15:53:00,17:38:00
2022-03-15,08:21:00,20:09:00,20:12:00,20:12:00,20:18:00
2022-03-16,08:24:00,18:21:00
2022-03-17,08:20:00,19:14:00
2022-03-18,08:21:00,16:58:00,17:04:00,18:22:00
2022-03-19,08:20:00,13:45:00
2022-03-21,08:19:00,12:22:00,13:32:14,17:44:00
2022-03-22,08:19:00,18:31:00
2022-03-24,08:19:00,19:59:00
2022-03-25,08:18:00,18:43:00
2022-03-26,14:24:00,17:53:00
2022-03-28,08:20:00,08:20:00,20:13:00
2022-03-29,08:21:00,20:44:00
2022-03-30,08:17:00,12:52:00,13:35:00,21:16:00
2022-03-31,08:24:00,18:21:00
2022-04-01,08:20:00,20:23:00
2022-04-02,08:22:00,18:49:00
2022-04-03,08:22:00,17:27:00
2022-04-05,11:38:00,14:12:00
2022-04-06,08:20:00,19:37:00
2022-04-07,08:23:00,12:49:00,13:11:00,18:30:00
2022-04-08,08:25:00,18:07:00
2022-04-09,08:23:00,18:18:00
2022-04-11,08:08:00,21:01:00
2022-04-12,08:22:00,18:50:00
2022-04-13,08:12:00,19:20:00
2022-04-14,08:21:00,18:25:00
2022-04-15,08:18:00,19:02:00
2022-04-16,08:20:00,17:31:00
2022-04-18,08:24:00,19:12:00
2022-04-19,08:15:00,20:23:00
2022-04-20,08:15:00,18:34:00
2022-04-21,07:43:00,12:39:00,12:57:00,18:50:00
2022-04-22,08:20:00,19:46:00
2022-04-24,08:19:00,18:41:00
2022-04-25,08:19:00,12:49:00,12:53:00,19:03:00
2022-04-26,08:18:00,20:43:00
