2020-12-01,08:03:00,11:55:00,12:31:54,17:43:00
2020-12-02,08:00:00,11:59:00,12:39:00,17:30:00
2020-12-03,07:58:00,11:57:45,12:46:00,17:31:00
2020-12-04,07:58:00,11:56:00,12:40:00,17:30:58
2020-12-07,07:18:00,11:56:00,12:33:00,17:30:00
2020-12-18,11:12:00
2021-01-06,14:35:12,17:31:00
2021-01-07,07:59:21,11:59:00,12:27:23,17:32:25
2021-01-08,07:57:40,11:50:00,13:13:00,17:30:59
2021-01-11,08:04:00,11:49:00,12:53:00,17:30:00
2021-01-12,08:03:31,11:51:00,13:01:00,17:31:00
2021-01-13,08:02:00,11:57:00,12:35:00,17:30:00
2021-01-14,08:02:00,11:16:00
2021-01-25,07:05:00,07:16:00,08:01:00,11:49:00,12:55:00,17:30:00
2021-01-26,08:04:00,11:52:00,12:41:00,17:30:47
2021-02-01,08:02:00,11:53:00,12:48:00,17:31:21
2021-02-02,08:07:00,11:53:22,12:51:00,17:31:00
2021-02-03,08:09:00,10:37:00,10:42:08,11:57:00,12:44:00,17:31:00
2021-02-04,08:05:00,08:05:00,17:46:00
2021-02-05,08:10:00,08:10:00,11:50:00,12:43:00,17:31:06
2021-02-07,08:05:00,11:52:00,12:39:00,17:31:18
2021-02-08,08:06:00,11:52:00,12:40:00,17:31:00
2021-02-09,08:05:00,11:53:00,12:38:00,17:31:00
2021-02-10,08:02:00,12:13:00,12:40:00,17:31:00
2021-02-18,07:54:00,11:50:00,12:41:00,17:31:00
2021-02-19,08:03:00,11:48:00,12:40:00,17:34:00
2021-02-20,08:19:00,11:50:00,12:36:00,17:34:00
2021-02-22,08:03:00,11:51:00,12:35:00,17:31:00
2021-02-23,08:08:00,11:53:00,12:39:00,17:31:00
2021-02-24,08:06:00,08:06:00,12:04:00,12:35:39,18:27:00
2021-02-25,08:01:00,11:56:00,12:44:00,18:31:00
2021-02-26,08:04:00,11:57:00,12:30:00,17:31:00
2021-03-01,07:58:00,11:55:00,12:35:00,17:30:00
2021-03-02,07:55:00,12:01:00,12:41:00,17:30:18
2021-03-03,08:08:00,08:34:00,08:53:00,11:31:00,12:35:00,17:30:00
2021-03-04,08:01:00,11:31:00,12:28:00,17:34:00
2021-03-05,08:06:00,11:30:00,12:14:00,17:30:00
2021-03-08,08:00:00,11:30:00,12:35:00,17:30:51
2021-03-09,08:02:00,11:31:00,12:27:00,17:30:00
2021-03-10,08:09:00,11:56:00,12:31:00,17:30:00
2021-03-11,08:09:00,11:59:00,12:38:00,18:19:00
2021-03-12,08:03:00,08:55:00,09:15:00,11:51:00,12:29:00,17:30:05
2021-03-15,08:07:00,09:57:00,10:07:00,17:30:00
2021-03-16,08:06:00,11:56:00,12:30:00,17:30:25
2021-03-17,08:06:00,12:00:00,12:34:00,17:31:00
2021-03-18,07:50:00,11:55:00,12:32:00,14:24:00,14:29:00,18:26:31
2021-03-19,08:06:00,08:53:00,09:09:00,11:54:00,12:21:00,17:31:00
2021-03-22,08:05:00,11:56:00,12:29:00,17:31:00
2021-03-23,10:58:00,17:31:00
2021-03-29,08:03:00,11:56:00,12:35:00,17:31:00
2021-03-30,08:01:00,11:57:00,12:29:00,17:31:00
2021-03-31,07:59:00,12:24:00,12:40:00,17:31:00
2021-04-01,08:02:00,12:07:09,12:51:52,18:24:00
2021-04-02,07:56:00,09:53:00,10:16:00,10:16:00,10:16:00,15:30:00,15:38:00,17:31:00
2021-04-06,08:02:00,11:55:00,12:20:57,17:31:00
2021-04-07,07:58:00,12:05:00,12:36:00,17:31:00
2021-04-08,07:56:00,11:58:00,12:38:00,15:33:00,16:29:31,18:20:00
2021-04-09,07:10:00,10:32:00,10:53:00,12:01:00,12:35:00,14:25:00,14:31:00,17:31:00
2021-04-12,07:55:00,12:00:00,12:36:00,17:32:00
2021-04-13,08:01:00,12:07:00,12:43:00,17:32:36
2021-04-14,08:05:00,12:02:00,12:31:00,17:31:55
2021-04-15,07:57:00,12:10:00,12:35:00,18:41:56
2021-04-16,07:55:00,11:56:00,13:19:00,17:32:12
2021-04-19,07:44:00,11:59:00,12:36:00,17:37:00
2021-04-20,07:57:00,11:56:00,12:32:00,17:41:00
2021-04-21,07:56:00,12:04:00,12:47:24,17:32:00
2021-04-22,07:52:00,12:07:00,12:36:00,17:31:00
2021-04-23,07:58:00,12:02:00,12:27:00,17:31:00
2021-04-24,08:44:00,08:44:00,08:44:00,08:44:00,08:44:00,08:45:00,08:45:00,08:45:00,08:45:00,12:28:00,20:58:00,20:58:00,20:58:00,20:58:00,20:58:00,20:58:00,20:59:00,20:59:00
2021-04-26,07:55:00,12:04:00,12:30:00,17:31:32
2021-04-27,07:58:00,11:56:00,12:31:00,17:31:00
2021-04-28,08:00:00,11:59:00,12:31:00,17:31:12
2021-04-29,07:39:00,12:01:00,12:25:12,17:31:00
2021-05-06,07:52:00,07:52:00,09:10:00
2021-05-07,09:51:00,11:55:00,12:26:00,17:34:00
2021-05-08,07:55:57,11:59:00,12:41:41,17:31:00
2021-05-17,08:02:00,12:01:00,12:26:00,17:31:00
2021-05-18,07:57:00,12:05:00,12:29:00,18:03:00
2021-05-19,07:58:22,12:06:00,12:40:00,17:31:26
2021-05-20,08:02:00,12:39:00
2021-05-21,13:25:30,15:53:51
2021-05-24,08:02:00,11:59:00,12:29:00,15:34:00
2021-06-10,07:41:00,14:23:00
2021-06-15,08:01:32,11:57:00,12:35:00,17:34:00
2021-06-16,08:00:00,11:57:00,12:41:00,12:41:00,17:34:00
2021-06-17,07:59:04,12:30:00,12:51:00,17:36:00
2021-06-18,07:55:00,09:00:00,09:17:00,11:41:00,12:01:00,12:46:00
2021-06-19,09:37:00,13:06:00
2021-06-20,08:13:00,13:35:00
2021-06-21,08:01:00,11:33:00,12:14:00,12:44:00,12:54:00,18:02:00
2021-06-22,08:00:00,18:31:00
2021-06-23,07:59:00,17:39:00
2021-06-24,08:01:00,12:11:00,12:22:00,18:22:00
2021-06-25,08:02:29,11:34:00,12:00:00,12:24:00,12:35:00,18:08:00
2021-06-28,07:57:00,12:59:00,13:00:00,13:26:00,17:50:00
2021-06-29,06:10:00,07:08:00,12:08:00,12:30:00,16:55:00,16:56:00,17:33:00
2021-06-30,08:02:00,18:58:00
2021-07-01,17:37:00
2021-07-02,08:06:00,11:31:00,12:02:00,17:32:00
2021-07-05,08:03:00,08:53:00,09:07:00,11:38:00,12:18:00,17:38:00
2021-07-06,08:02:16,12:24:00,12:50:17,17:36:00
2021-07-07,08:02:00,11:34:00,11:39:00,17:54:00
2021-07-08,08:02:00,11:32:00,12:15:00,12:15:00,17:37:00
2021-07-09,07:53:00,12:12:00,12:40:00,17:33:00
2021-07-11,15:51:00,17:36:00
2021-07-12,08:06:00,11:33:00,12:24:00,17:33:00
2021-07-13,07:57:38,18:32:00
2021-07-14,08:01:00,12:43:00,12:47:00,17:32:00
2021-07-15,08:03:00,12:11:00,12:40:00,17:33:00
2021-07-16,08:00:00,12:07:00,12:39:00,17:34:00
2021-07-19,08:04:00,16:26:00,17:11:00,17:34:00
2021-07-20,08:05:00,12:16:00,12:42:00,17:36:00
2021-07-21,08:06:00,11:15:00,11:16:00,12:11:00,12:36:00,17:53:00
2021-07-22,08:04:00,12:15:00,12:42:00,17:36:00
2021-07-23,08:03:00,12:13:00,12:40:00,12:41:00,17:37:00
2021-07-26,08:06:00,17:37:00
2021-07-27,08:06:00,12:07:00,12:46:00,17:37:00
2021-07-28,08:05:00,12:03:00,12:42:00,17:36:00
2021-07-29,07:55:00
2021-07-30,17:46:00
2021-08-02,08:08:00,12:16:00,12:40:00,17:33:00
2021-08-03,08:01:00,09:02:00,09:02:00,12:15:00,12:38:00,17:36:00
2021-08-04,07:57:00,12:20:00,12:49:00,17:34:00
2021-08-05,08:03:00,12:14:00,12:41:00,17:35:00
2021-08-06,08:05:00,12:07:00,12:35:00,14:32:00,15:25:00,18:08:00
2021-08-07,08:45:00,14:59:00
2021-08-09,08:04:00,12:16:00,12:52:00,17:35:00
2021-08-10,08:06:00,12:09:00,12:41:00,17:39:00
2021-08-11,08:01:00,12:20:00,12:44:00,17:36:00
2021-08-12,08:06:00,12:12:00,12:37:00,18:22:56
2021-08-13,08:04:00,17:33:00
2021-08-16,07:47:00,12:13:00,12:40:00,18:39:00
2021-08-17,08:08:00,12:23:00,12:47:00,18:03:00,18:03:00
2021-08-18,08:00:00,08:00:00,11:44:08,11:44:08,12:45:00,12:45:00,12:45:00,12:45:00,17:35:00
2021-08-19,07:58:00,17:32:00,20:56:00
2021-08-20,12:10:00,12:41:00,17:39:00
2021-08-23,07:55:00,08:43:00,09:03:00,09:19:00,09:55:00,12:07:00,12:38:00,17:34:00,17:34:00
2021-08-24,08:01:00,17:35:00
2021-08-25,07:54:00,12:35:00,12:42:00,17:36:00
2021-08-26,08:00:00,12:16:00,12:42:00,17:38:00
2021-08-27,07:58:00,17:33:00
2021-08-30,09:20:00,12:08:00,12:23:00,17:35:00
2021-08-31,07:36:00,12:28:00,12:48:00,17:37:00
2021-09-01,07:53:00,11:36:00,13:35:00,17:35:00
2021-09-02,08:06:00,17:37:00
2021-09-03,07:59:00,12:21:00,12:49:00,17:37:00
2021-09-06,07:56:00,17:38:00
2021-09-07,07:56:00,09:57:07,10:58:55,12:13:00,12:41:00,17:46:00
2021-09-08,08:04:00,12:26:00,12:52:00,17:39:00
2021-09-09,08:03:00,12:09:00,12:42:00,17:38:00
2021-09-10,07:56:00,09:54:00,09:55:00,09:55:00,09:56:00,09:56:00,16:33:00,17:18:00,19:24:00
2021-09-13,08:03:00,12:17:00,12:46:00,17:41:00
2021-09-14,08:01:00,12:22:00,12:46:00,17:45:00
2021-09-15,07:57:00,12:14:00,12:51:00,17:39:00
2021-09-16,07:51:00,17:40:00
