2020-12-01,08:24:19,11:34:00,13:45:46,17:34:00
2020-12-02,08:22:00,11:12:00,13:44:43,17:49:00
2020-12-03,08:23:24,11:31:00
2020-12-04,08:25:31,09:06:00,09:25:21,11:36:00,13:22:00,17:35:00
2020-12-07,08:24:00,11:31:00,13:37:49,14:56:00
2020-12-08,08:24:10,11:33:00,13:31:54,17:32:00
2020-12-09,08:14:00,11:32:00,13:51:36,17:32:00
2020-12-10,08:24:15,11:33:00,13:52:55,17:36:00
2020-12-11,08:26:13,11:40:00,13:34:51,17:34:49
2020-12-14,08:23:59,11:33:00,13:54:35,17:36:00
2020-12-15,08:17:42,11:34:00
2020-12-16,08:20:03,11:34:00,13:54:00,17:57:00
2020-12-17,08:16:55,11:31:00,13:38:09,17:32:00
2020-12-18,08:25:33,11:32:00,13:41:24,17:51:00
2020-12-19,09:43:17,09:49:00
2020-12-21,08:26:00,08:26:00,11:32:00,13:26:00,17:37:00
2020-12-22,13:50:11,17:35:02
2020-12-23,08:23:00,11:34:00,13:25:00,17:35:00
2020-12-24,08:22:00,11:31:00,13:52:54,17:31:00
2020-12-25,08:30:00,11:38:00,13:52:33,17:33:00
2020-12-28,08:23:25,11:30:00,13:54:44,17:37:00
2020-12-29,08:21:39,11:32:00,13:45:21,17:34:00
2020-12-30,08:13:57,08:13:59,11:32:00,13:21:00,13:21:00,17:55:00
2020-12-31,08:23:53,11:32:00,13:49:47,17:43:00
2021-01-04,08:20:18,11:34:00,13:54:24,17:31:06
2021-01-05,08:21:30,11:31:00,13:52:00,15:19:00,16:34:00,17:42:27
2021-01-06,08:17:46,11:32:00,13:49:00,13:49:00,17:37:00
2021-01-07,08:22:00,11:34:00,13:45:08,17:39:00
2021-01-08,08:25:00,11:32:00,13:52:00,17:31:00
2021-01-11,08:28:00,11:34:00,13:06:22,17:46:00
2021-01-12,08:27:35,11:33:00,13:36:59,17:53:00
2021-01-13,07:31:35,07:41:00
2021-01-14,08:20:16,11:32:00,13:23:00,17:30:00
2021-01-15,07:23:08,07:36:00,13:47:19,17:34:00
2021-01-18,08:13:41,11:31:00,13:46:16,17:51:00
2021-01-19,08:20:00,11:33:00,13:39:30,17:32:00
2021-01-20,08:29:14,17:37:02
2021-01-21,08:16:14,11:36:00,13:50:17,17:42:00
2021-01-22,08:21:35,11:31:00,13:49:58,13:49:59,17:38:00
2021-01-25,07:52:42,11:31:00,14:26:48,17:30:00
2021-01-26,08:10:53,11:30:00
2021-01-27,08:22:00,11:30:00,13:53:40,17:46:00
2021-01-28,08:12:00,11:31:00,13:53:32,17:38:00
2021-01-29,08:17:16,11:34:00,13:51:16,13:51:18,14:21:00,15:08:44,17:46:00
2021-02-01,08:15:36
2021-02-02,08:14:50,11:31:00,13:56:42,15:47:00,17:10:45,17:53:00
2021-02-03,08:20:59,11:35:00,16:06:57,17:46:00
2021-02-04,08:25:29,12:06:00,13:06:04,14:16:00,16:47:00,16:47:00,16:47:00,17:39:00
2021-02-05,08:24:10,08:24:12,11:09:00,13:46:23,15:56:00,16:20:00,17:35:00
2021-02-07,08:21:28,08:21:29,11:34:00,13:51:30,17:37:00
2021-02-08,08:16:56,11:59:00,13:54:30,13:56:00,16:55:00
2021-02-09,08:22:00,11:36:00,13:12:15,15:48:00,16:22:00,17:39:00
2021-02-10,08:20:00,11:31:00,13:39:00,13:39:00,17:42:00
2021-02-11,08:47:07,08:47:14,08:53:00,09:05:00,09:11:00
2021-02-18,08:25:44,11:34:00,13:50:01,17:54:00
2021-02-19,08:25:14,11:31:00,13:52:23,17:38:52
2021-02-20,08:17:00,11:32:00,13:46:04,17:40:00
2021-02-22,08:25:08,10:17:00,15:30:27,17:39:00
2021-02-23,08:21:00,11:30:00,13:53:00,16:22:00,16:24:00,17:32:00
2021-02-24,08:23:00,11:33:00
2021-02-25,08:25:14,11:33:00,13:38:43,17:33:00
2021-02-26,08:18:18,11:31:00,14:36:11,17:35:00
2021-03-01,08:17:16,11:34:00,13:57:40,15:47:00,16:04:00,17:31:09
2021-03-02,08:25:16,11:32:00,14:40:13,17:46:00
2021-03-03,08:20:49,08:20:50,11:31:00,13:52:12,17:33:00
2021-03-04,08:15:53,11:33:00,13:43:26,17:30:00
2021-03-05,08:13:33,08:13:34,11:35:00,13:45:33,17:35:00
2021-03-08,08:23:00,12:15:00
2021-03-09,08:19:00,11:36:00,13:42:24,17:38:00
2021-03-10,08:23:00,11:30:00,13:35:23,17:31:00
2021-03-11,08:16:00,11:46:00,13:53:55,15:55:00
2021-03-12,08:11:47,11:31:00,13:52:00,17:30:00
2021-03-15,08:11:27,11:35:00,13:20:00,17:34:00
2021-03-16,08:18:00,08:18:00,11:31:00,13:44:00,17:31:00
2021-03-17,08:15:28,11:30:00,13:41:58,17:31:00
2021-03-18,08:23:00,11:31:37,12:23:19,17:33:00
2021-03-19,07:39:00,11:34:00,13:47:00,17:32:00
2021-03-22,08:19:00,11:31:00,14:35:19,17:31:00
2021-03-23,08:21:25,11:32:00,13:23:21,17:34:00
2021-03-26,14:16:00,17:33:00
2021-03-29,08:24:01,17:41:00
2021-03-30,08:20:00,11:30:00,13:42:08,13:42:11,14:10:00,18:02:37,18:23:00
2021-03-31,08:14:22,11:31:00,15:07:46,17:33:00
2021-04-01,10:04:08,11:32:00,13:36:50,17:39:00
2021-04-02,08:26:00,11:33:00,13:39:00,15:23:15
2021-04-06,08:20:00,11:31:00,14:32:25,17:32:00
2021-04-07,10:11:34,11:31:00,13:33:00,17:31:46
2021-04-08,08:13:19,11:32:00,13:15:03,17:34:00
2021-04-09,06:51:53,17:31:00
2021-04-12,08:13:47,11:33:00,13:38:41,17:32:32
2021-04-13,07:59:34,10:17:00,10:34:00,11:30:55,13:25:53,15:06:16
2021-04-14,07:53:53,11:30:23,13:33:20,17:35:16
2021-04-15,07:54:50,11:32:36,13:42:00,18:44:00
2021-04-16,08:12:34,11:30:34,12:09:04,17:32:00
2021-04-19,08:14:50,08:14:52,11:30:00,12:28:10,17:32:00
2021-04-20,08:08:17,11:31:00,13:47:51,17:38:00
2021-04-21,08:24:21,11:34:00,13:45:14,15:15:53,16:27:47,17:34:00
2021-04-22,08:21:31,11:31:46,13:43:39,17:36:00
2021-04-23,08:10:48,11:33:00,13:30:54,17:35:00
2021-04-25,08:08:28,08:08:30,11:31:24,13:53:28,17:35:00
2021-04-26,08:02:21,11:31:00
2021-04-27,08:22:20,11:32:00,14:05:07,17:31:00
2021-04-28,08:09:28,11:30:00,13:43:56,15:08:00,16:14:51,17:30:45
2021-05-06,08:25:00,11:30:00,13:43:57,17:31:00
2021-05-07,08:15:00,09:52:00,12:47:00,17:34:31
2021-05-08,08:21:00,11:36:00,13:52:00,17:31:00
2021-05-10,08:21:00,11:32:00,13:49:23,17:34:00
2021-05-11,08:18:46,11:30:00,13:46:00,17:31:00
2021-05-12,08:21:19,11:30:00,13:39:14,17:31:28
2021-05-13,08:21:00,11:31:32,13:54:00,17:34:00
2021-05-14,08:21:33,11:30:00,12:21:03,17:31:00
2021-05-17,08:24:00,11:31:00,13:50:18,17:34:00
2021-05-18,08:22:00,11:32:00,13:46:00,17:40:00
2021-05-19,08:15:37,11:30:00,13:46:47,18:26:00
2021-05-20,08:19:09,11:33:00,13:45:00,17:32:00
2021-05-21,08:15:50,11:31:00,12:19:01,12:19:02,18:22:00
2021-05-24,08:26:56,11:31:01
2021-05-25,08:15:41,11:41:00,13:40:01,17:36:53
2021-05-26,08:25:02,11:30:10,13:43:27,17:32:00
2021-05-27,08:26:37,17:32:00
2021-05-28,08:24:00,11:31:00,13:42:00,17:37:00
2021-05-29,19:07:38,22:26:00
2021-05-31,08:18:19,11:07:00,13:41:01,17:43:00
2021-06-01,08:18:00,09:10:00,09:19:00,11:31:27,13:48:27,13:48:29,17:34:00
2021-06-02,08:26:22,11:31:00,12:32:01,17:35:00
2021-06-03,08:23:32,08:23:33,11:35:00,13:54:00,17:30:00
2021-06-04,08:23:30,11:32:00,13:42:35,17:57:00
2021-06-05,12:38:37,20:10:00
2021-06-06,08:22:14,10:56:00,11:23:08,15:24:34
2021-06-07,08:17:49,11:32:00,13:49:18,17:30:56
2021-06-08,08:11:12,08:11:14,11:35:00,13:35:17,17:32:00
2021-06-09,08:07:31,11:30:49,13:52:40,17:31:00
2021-06-10,08:24:03,11:32:15,13:50:35,17:32:00
2021-06-11,08:22:00,11:31:03,13:58:47,17:31:00
2021-06-13,14:27:39,18:12:00
2021-06-15,08:18:52,11:33:00,13:52:10,17:31:00
2021-06-16,08:22:00,11:33:00,13:46:18,17:31:00
2021-06-17,08:10:14,11:30:45,13:43:18,17:31:00
2021-06-18,08:24:00,11:30:00
