2019-12-02,08:25:22,11:38:01,12:45:10,17:30:00
2019-12-03,08:25:04,11:34:34,12:50:18,14:31:00,14:32:00,17:31:00
2019-12-04,08:29:19,09:44:00,12:55:18,15:05:00,17:07:00,17:34:01
2019-12-05,08:26:08,11:30:00,13:04:00,13:12:00,13:53:45,17:34:58
2019-12-06,08:27:59,11:36:00,13:28:00,17:33:00
2019-12-09,08:19:29,11:31:00,12:18:23,17:34:55
2019-12-10,08:28:17,11:31:58,12:53:07,17:30:00
2019-12-11,08:26:27,11:39:00,12:52:25,17:31:00
2019-12-12,08:29:07,11:31:00,12:48:23,17:30:00
2019-12-13,08:26:42,11:31:00,12:42:34,17:32:00
2019-12-16,08:30:18,11:30:42,12:44:27,17:31:01
2019-12-17,08:18:14,11:36:00,12:44:37,17:33:00
2019-12-18,08:27:52,11:31:00,12:40:57,17:30:35
2019-12-19,08:20:40,11:35:00,13:09:00,16:24:00,16:52:51,17:30:00
2019-12-20,08:21:27,11:32:00,13:18:10,17:31:28
2019-12-22,15:01:49,16:28:03
2019-12-23,08:27:32,11:29:49,12:50:44,17:31:00
2019-12-24,12:49:32,17:31:00
2019-12-25,08:26:59,11:36:24,12:38:00,17:32:00
2019-12-26,08:21:24,11:31:00,12:22:52,17:34:00
2019-12-27,08:25:31,11:43:00,13:07:00,17:32:00
2019-12-28,18:27:48,19:07:41
2019-12-30,08:25:36,11:31:00,12:38:56,13:06:42,13:17:00,17:30:00
2019-12-31,08:26:40,09:48:00,09:58:00,11:32:00,12:52:00,17:44:00
2020-01-02,08:27:16,11:31:00,12:37:52,17:35:00,19:51:00,22:00:00
2020-01-03,08:26:58,11:32:00,12:52:00,17:42:00
2020-01-06,08:22:25,11:34:09,12:56:11,15:17:00,15:19:00,17:34:00
2020-01-07,08:27:01,11:33:08,12:49:12,17:32:18
2020-01-08,12:51:00,17:33:00
2020-01-09,08:23:01,11:34:00,12:52:00,15:54:00,16:14:00,17:32:00
2020-01-10,08:26:21,11:35:09,12:52:13,17:39:27
2020-01-13,08:26:59,11:33:00,11:33:00,12:55:33,17:34:00
2020-01-14,08:22:47,10:16:00,12:25:39,17:34:00
2020-01-15,08:26:43,11:34:05,13:16:41,17:34:00
2020-01-16,08:27:37,11:31:00,13:14:26,16:35:00,17:37:00,17:39:00
2020-01-17,08:28:22,10:36:00,10:43:42,11:34:00,12:39:33,17:38:00
2020-01-19,08:28:33,09:39:00,10:29:00,11:34:00,13:00:21,17:38:00
2020-01-20,08:28:28,11:30:00,13:26:51,15:12:00,17:21:00,17:30:00
2020-01-21,08:22:11,11:33:00,12:48:44,15:39:00,15:56:00,16:29:00,19:56:33,20:16:00
2020-01-22,08:30:09,11:35:00,13:48:00,17:55:00
2020-01-23,08:22:40,11:31:00,16:26:00,17:36:00
2020-01-26,17:57:00,18:12:00,18:12:00
2020-01-28,08:18:11,18:43:00
2020-01-30,09:24:00,12:54:00,13:29:00,17:34:00
2020-01-31,08:29:00,08:56:00
2020-02-17,14:13:00,17:35:00
2020-02-18,08:19:35,11:31:00,12:28:00,17:33:00
2020-02-19,08:17:47,11:34:00,13:42:44,13:52:00,14:30:00,17:42:00,17:57:00,18:04:00
2020-02-20,08:22:11,11:33:00,14:02:00,17:35:00
2020-02-21,08:23:58,11:35:00,15:21:19,17:52:00
2020-02-24,08:25:51,11:32:00,12:56:00,17:40:00
2020-02-25,08:24:55,11:34:00,12:57:00,17:43:00
2020-02-26,08:28:56,11:36:00,12:52:00,17:41:00
2020-02-27,08:23:00,11:33:00,13:08:00,17:48:00
2020-02-28,08:22:55,11:34:00,13:00:00,17:36:00
2020-03-01,15:00:00,15:13:00
2020-03-02,08:28:03,11:30:00,12:52:00,18:07:00
2020-03-03,08:23:00,11:33:00,12:53:00,17:35:00
2020-03-04,08:22:00,11:35:00,12:44:00,17:45:00
2020-03-05,08:23:06,11:36:00,13:30:31,17:35:00
2020-03-06,08:23:44,11:36:00,13:45:42,17:36:00
2020-03-08,08:30:00,13:29:00
2020-03-09,08:28:09,11:35:00,13:01:00,17:48:00
2020-03-10,08:24:56,11:33:00,12:41:35,17:35:00
2020-03-11,08:26:58,17:44:00
2020-03-12,08:27:00,11:44:00,12:45:00,17:43:00
2020-03-13,08:20:33,18:08:00
2020-03-14,08:19:00,11:37:00
2020-03-15,08:25:00,17:08:00
2020-03-16,08:25:00,11:35:00,12:28:00,12:37:00,13:12:00,17:49:00
2020-03-17,08:28:25,11:31:00,13:55:32,17:11:00
2020-03-18,07:40:23,13:05:00,16:07:00,17:53:00
