2019-12-02,07:23:00,17:31:00
2019-12-03,07:48:00,17:30:00
2019-12-04,07:23:00,17:32:00
2019-12-05,07:22:00,17:32:00
2019-12-06,07:19:00,17:32:00,17:32:00
2019-12-09,07:22:00,17:32:00
2019-12-10,07:59:00,17:31:00
2019-12-11,07:18:00,18:08:00
2019-12-12,07:19:00,17:33:00
2019-12-13,07:25:00,15:40:00,15:57:00,17:31:00
2019-12-16,07:19:00,17:31:00
2019-12-17,07:53:00,17:30:00
2019-12-18,07:25:00,16:37:00,16:38:00,16:51:00,16:52:00,17:31:00
2019-12-19,07:19:00,17:31:00
2019-12-20,07:19:00,17:31:00
2019-12-23,07:35:00,17:32:00
2019-12-24,07:48:00,17:33:04
2019-12-25,08:05:00,17:31:00
2019-12-26,07:47:41,17:32:00
2019-12-27,07:24:00,18:06:00
2019-12-30,07:31:00,17:33:00
2019-12-31,08:03:00,17:32:00
2020-01-02,07:31:00,17:34:00
2020-01-03,07:25:00,17:35:00
2020-01-06,07:14:00,07:23:00,07:25:00,18:10:00
2020-01-07,07:22:00,17:34:00
2020-01-08,07:48:00,17:33:00
2020-01-09,07:30:00,17:32:00
2020-01-10,07:24:00,17:35:00
2020-01-13,07:16:00,17:33:00
2020-01-14,07:18:00,17:31:00
2020-01-15,07:16:00,17:32:00
2020-01-16,07:22:00,17:32:00
2020-01-17,07:16:00,17:32:00
2020-01-19,07:20:00,17:33:00
2020-01-20,07:42:00,17:35:00
2020-01-21,07:19:00,17:32:00
2020-01-22,07:16:00,17:32:00
2020-01-23,07:18:00,12:03:00,12:51:00,17:34:00
2020-02-09,08:11:00,12:04:00
2020-02-13,08:00:00,12:22:00,13:02:00,17:32:00
2020-02-14,07:55:00,17:32:00
2020-02-19,08:00:00,17:32:00
2020-02-21,07:51:00,12:35:00,13:13:00,17:32:00
2020-02-24,07:20:00,17:34:00
2020-02-25,07:17:00,17:34:00
2020-02-26,07:13:00,17:34:00
2020-02-27,07:21:00,17:34:00
2020-02-28,07:19:00,17:33:00
2020-03-02,07:20:00,17:32:00
2020-03-03,07:27:00,17:32:00
2020-03-04,07:40:00,17:32:00,17:35:00,17:42:00
2020-03-05,07:26:00,17:52:00
2020-03-06,07:28:00,11:01:00,11:03:00,17:34:00
2020-03-09,07:38:00,13:46:00,13:47:00,17:34:00
2020-03-10,07:27:00,09:03:00,10:19:00,17:37:00
2020-03-11,07:27:00,17:40:00
2020-03-12,07:23:00,07:36:00,07:39:00,17:34:00
